Country,Year,pest_tonnes,N2O_kilotonnes,ave_rain($mm$),ave_temp($^\circ C$),Item,hg/ha_yield
Mozambique,2015,769,5.486,73.73333333333333,24.691666666666663,"Coffee, green",9327
Mozambique,2015,769,5.486,73.73333333333333,24.691666666666663,Maize,8036
Mozambique,2015,769,5.486,73.73333333333333,24.691666666666663,Potatoes,151284
Mozambique,2015,769,5.486,73.73333333333333,24.691666666666663,Tea,9552
Rwanda,2015,2484,5.2566,102.72500000000001,19.28333333333333,Bananas,27210
Rwanda,2015,2484,5.2566,102.72500000000001,19.28333333333333,Cassava,111518
Rwanda,2015,2484,5.2566,102.72500000000001,19.28333333333333,"Coffee, green",6143
Rwanda,2015,2484,5.2566,102.72500000000001,19.28333333333333,Maize,15313
Rwanda,2015,2484,5.2566,102.72500000000001,19.28333333333333,Potatoes,94948
Rwanda,2015,2484,5.2566,102.72500000000001,19.28333333333333,Tea,14879
Seychelles,2015,19,0.0078,167.84166666666667,28.091666666666665,Bananas,206250
Seychelles,2015,19,0.0078,167.84166666666667,28.091666666666665,Cassava,125556
Seychelles,2015,19,0.0078,167.84166666666667,28.091666666666665,Tea,4706
Uganda,2015,88,33.657,109.45833333333333,23.16666666666666,Bananas,42216
Uganda,2015,88,33.657,109.45833333333333,23.16666666666666,Cassava,32000
Uganda,2015,88,33.657,109.45833333333333,23.16666666666666,"Coffee, green",5304
Uganda,2015,88,33.657,109.45833333333333,23.16666666666666,Maize,25000
Uganda,2015,88,33.657,109.45833333333333,23.16666666666666,Potatoes,44001
Uganda,2015,88,33.657,109.45833333333333,23.16666666666666,Tea,20613
Zambia,2015,1670,21.0641,75.10000000000001,22.416666666666668,Bananas,41728
Zambia,2015,1670,21.0641,75.10000000000001,22.416666666666668,Cassava,170910
Zambia,2015,1670,21.0641,75.10000000000001,22.416666666666668,"Coffee, green",9064
Zambia,2015,1670,21.0641,75.10000000000001,22.416666666666668,Maize,30310
Zambia,2015,1670,21.0641,75.10000000000001,22.416666666666668,Potatoes,153365
Zambia,2015,1670,21.0641,75.10000000000001,22.416666666666668,Tea,14240
Zimbabwe,2015,2185,11.8965,36.475,22.25,Bananas,71376
Zimbabwe,2015,2185,11.8965,36.475,22.25,Cassava,46828
Zimbabwe,2015,2185,11.8965,36.475,22.25,"Coffee, green",2500
Zimbabwe,2015,2185,11.8965,36.475,22.25,Maize,5803
Zimbabwe,2015,2185,11.8965,36.475,22.25,Potatoes,58884
Zimbabwe,2015,2185,11.8965,36.475,22.25,Tea,17875
Burundi,2016,50,4.7312,107.56666666666666,20.841666666666665,Bananas,72775
Burundi,2016,50,4.7312,107.56666666666666,20.841666666666665,Cassava,112378
Burundi,2016,50,4.7312,107.56666666666666,20.841666666666665,"Coffee, green",9383
Burundi,2016,50,4.7312,107.56666666666666,20.841666666666665,Maize,14835
Burundi,2016,50,4.7312,107.56666666666666,20.841666666666665,Potatoes,105808
Burundi,2016,50,4.7312,107.56666666666666,20.841666666666665,Tea,43812
Comoros,2016,0,0.1546,163.33333333333334,24.616666666666664,Bananas,57605
Comoros,2016,0,0.1546,163.33333333333334,24.616666666666664,Cassava,56476
Comoros,2016,0,0.1546,163.33333333333334,24.616666666666664,Cloves,3666
Comoros,2016,0,0.1546,163.33333333333334,24.616666666666664,"Coffee, green",1347
Comoros,2016,0,0.1546,163.33333333333334,24.616666666666664,Maize,20436
Comoros,2016,0,0.1546,163.33333333333334,24.616666666666664,Potatoes,148667
Eritrea,2016,28,5.3246,23.974999999999998,27.583333333333332,Maize,10000
Eritrea,2016,28,5.3246,23.974999999999998,27.583333333333332,Potatoes,6778
Ethiopia,2016,4128,136.8953,75.15,23.599999999999998,Bananas,85157
Ethiopia,2016,4128,136.8953,75.15,23.599999999999998,"Coffee, green",6697
Ethiopia,2016,4128,136.8953,75.15,23.599999999999998,Maize,29468
Ethiopia,2016,4128,136.8953,75.15,23.599999999999998,Potatoes,137681
Ethiopia,2016,4128,136.8953,75.15,23.599999999999998,Tea,10804
Kenya,2016,1578,55.3465,57.21666666666667,25.575000000000003,Bananas,203572
Kenya,2016,1578,55.3465,57.21666666666667,25.575000000000003,Cassava,122886
Kenya,2016,1578,55.3465,57.21666666666667,25.575000000000003,Cloves,10407
Kenya,2016,1578,55.3465,57.21666666666667,25.575000000000003,"Coffee, green",4044
Kenya,2016,1578,55.3465,57.21666666666667,25.575000000000003,Maize,14284
Kenya,2016,1578,55.3465,57.21666666666667,25.575000000000003,Potatoes,91520
Kenya,2016,1578,55.3465,57.21666666666667,25.575000000000003,Tea,21648
Madagascar,2016,494,22.2902,101.97500000000001,22.825,Bananas,52958
Madagascar,2016,494,22.2902,101.97500000000001,22.825,Cassava,78217
Madagascar,2016,494,22.2902,101.97500000000001,22.825,Cloves,3117
Madagascar,2016,494,22.2902,101.97500000000001,22.825,"Coffee, green",5577
Madagascar,2016,494,22.2902,101.97500000000001,22.825,Maize,16976
Madagascar,2016,494,22.2902,101.97500000000001,22.825,Potatoes,59829
Madagascar,2016,494,22.2902,101.97500000000001,22.825,Tea,1099
Malawi,2016,2358,8.5456,79.2,22.691666666666663,Bananas,297121
Malawi,2016,2358,8.5456,79.2,22.691666666666663,Cassava,218888
Malawi,2016,2358,8.5456,79.2,22.691666666666663,"Coffee, green",16827
Malawi,2016,2358,8.5456,79.2,22.691666666666663,Maize,14154
Malawi,2016,2358,8.5456,79.2,22.691666666666663,Potatoes,165504
Malawi,2016,2358,8.5456,79.2,22.691666666666663,Tea,26525
Mauritius,2016,2367,0.4282,121.59166666666664,24.016666666666666,Bananas,168431
Mauritius,2016,2367,0.4282,121.59166666666664,24.016666666666666,Cassava,127556
Mauritius,2016,2367,0.4282,121.59166666666664,24.016666666666666,Maize,68033
Mauritius,2016,2367,0.4282,121.59166666666664,24.016666666666666,Potatoes,213412
Mauritius,2016,2367,0.4282,121.59166666666664,24.016666666666666,Tea,21752
Mozambique,2016,769,6.195,71.49166666666669,24.599999999999998,Bananas,69000
Mozambique,2016,769,6.195,71.49166666666669,24.599999999999998,Cassava,46727
Mozambique,2016,769,6.195,71.49166666666669,24.599999999999998,"Coffee, green",9371
Mozambique,2016,769,6.195,71.49166666666669,24.599999999999998,Maize,7323
Mozambique,2016,769,6.195,71.49166666666669,24.599999999999998,Potatoes,170000
Mozambique,2016,769,6.195,71.49166666666669,24.599999999999998,Tea,9552
Rwanda,2016,2027,4.9314,102.09166666666668,19.533333333333335,Bananas,27962
Rwanda,2016,2027,4.9314,102.09166666666668,19.533333333333335,Cassava,104627
Rwanda,2016,2027,4.9314,102.09166666666668,19.533333333333335,"Coffee, green",8235
Rwanda,2016,2027,4.9314,102.09166666666668,19.533333333333335,Maize,15748
Rwanda,2016,2027,4.9314,102.09166666666668,19.533333333333335,Potatoes,70718
Rwanda,2016,2027,4.9314,102.09166666666668,19.533333333333335,Tea,14882
Seychelles,2016,19,0.007,144.56666666666666,27.891666666666666,Bananas,205729
Seychelles,2016,19,0.007,144.56666666666666,27.891666666666666,Cassava,120526
Seychelles,2016,19,0.007,144.56666666666666,27.891666666666666,Tea,4722
Uganda,2016,88,35.2541,105.72500000000001,23.474999999999998,Bananas,42200
Uganda,2016,88,35.2541,105.72500000000001,23.474999999999998,Cassava,26912
Uganda,2016,88,35.2541,105.72500000000001,23.474999999999998,"Coffee, green",5650
Uganda,2016,88,35.2541,105.72500000000001,23.474999999999998,Maize,25848
Uganda,2016,88,35.2541,105.72500000000001,23.474999999999998,Potatoes,43883
Uganda,2016,88,35.2541,105.72500000000001,23.474999999999998,Tea,20458
Zambia,2016,1670,21.4381,73.34166666666668,22.566666666666666,Bananas,42581
Zambia,2016,1670,21.4381,73.34166666666668,22.566666666666666,Cassava,258687
Zambia,2016,1670,21.4381,73.34166666666668,22.566666666666666,"Coffee, green",9041
Zambia,2016,1670,21.4381,73.34166666666668,22.566666666666666,Maize,24816
Zambia,2016,1670,21.4381,73.34166666666668,22.566666666666666,Potatoes,187331
Zambia,2016,1670,21.4381,73.34166666666668,22.566666666666666,Tea,14103
Zimbabwe,2016,2185,12.1768,42.35833333333334,22.183333333333337,Bananas,73768
Zimbabwe,2016,2185,12.1768,42.35833333333334,22.183333333333337,Cassava,47070
Zimbabwe,2016,2185,12.1768,42.35833333333334,22.183333333333337,"Coffee, green",2500
Zimbabwe,2016,2185,12.1768,42.35833333333334,22.183333333333337,Maize,4405
Zimbabwe,2016,2185,12.1768,42.35833333333334,22.183333333333337,Potatoes,51792
Zimbabwe,2016,2185,12.1768,42.35833333333334,22.183333333333337,Tea,13087
Burundi,2017,50,5.3965,95.15000000000002,21.058333333333334,Bananas,78477
Burundi,2017,50,5.3965,95.15000000000002,21.058333333333334,Cassava,73969
Burundi,2017,50,5.3965,95.15000000000002,21.058333333333334,"Coffee, green",9903
Burundi,2017,50,5.3965,95.15000000000002,21.058333333333334,Maize,12977
Burundi,2017,50,5.3965,95.15000000000002,21.058333333333334,Potatoes,102512
Burundi,2017,50,5.3965,95.15000000000002,21.058333333333334,Tea,11997
Comoros,2017,0,0.155,144.98333333333338,24.849999999999998,Bananas,57619
Comoros,2017,0,0.155,144.98333333333338,24.849999999999998,Cassava,56597
Comoros,2017,0,0.155,144.98333333333338,24.849999999999998,Cloves,3797
Comoros,2017,0,0.155,144.98333333333338,24.849999999999998,"Coffee, green",1316
Comoros,2017,0,0.155,144.98333333333338,24.849999999999998,Maize,20366
Comoros,2017,0,0.155,144.98333333333338,24.849999999999998,Potatoes,150682
Eritrea,2017,28,5.3092,20.575,27.36666666666667,Maize,10000
Eritrea,2017,28,5.3092,20.575,27.36666666666667,Potatoes,6105
Ethiopia,2017,4128,140.8164,76.05833333333332,23.308333333333334,Bananas,83241
Ethiopia,2017,4128,140.8164,76.05833333333332,23.308333333333334,"Coffee, green",6188
Ethiopia,2017,4128,140.8164,76.05833333333332,23.308333333333334,Maize,33119
Ethiopia,2017,4128,140.8164,76.05833333333332,23.308333333333334,Potatoes,139198
Ethiopia,2017,4128,140.8164,76.05833333333332,23.308333333333334,Tea,10897
Kenya,2017,1578,50.8681,83.54166666666667,25.374999999999996,Bananas,184872
Kenya,2017,1578,50.8681,83.54166666666667,25.374999999999996,Cassava,115413
Kenya,2017,1578,50.8681,83.54166666666667,25.374999999999996,Cloves,10737
Kenya,2017,1578,50.8681,83.54166666666667,25.374999999999996,"Coffee, green",3367
Kenya,2017,1578,50.8681,83.54166666666667,25.374999999999996,Maize,15272
Kenya,2017,1578,50.8681,83.54166666666667,25.374999999999996,Potatoes,91858
Kenya,2017,1578,50.8681,83.54166666666667,25.374999999999996,Tea,18902
Madagascar,2017,643,22.731,109.47500000000001,23.066666666666666,Bananas,52532
Madagascar,2017,643,22.731,109.47500000000001,23.066666666666666,Cassava,78885
Madagascar,2017,643,22.731,109.47500000000001,23.066666666666666,Cloves,3168
Madagascar,2017,643,22.731,109.47500000000001,23.066666666666666,"Coffee, green",5667
Madagascar,2017,643,22.731,109.47500000000001,23.066666666666666,Maize,17105
Madagascar,2017,643,22.731,109.47500000000001,23.066666666666666,Potatoes,59969
Madagascar,2017,643,22.731,109.47500000000001,23.066666666666666,Tea,1002
Malawi,2017,2358,9.579,94.69166666666668,22.51666666666667,Bananas,303087
Malawi,2017,2358,9.579,94.69166666666668,22.51666666666667,Cassava,214134
Malawi,2017,2358,9.579,94.69166666666668,22.51666666666667,"Coffee, green",18875
Malawi,2017,2358,9.579,94.69166666666668,22.51666666666667,Maize,20078
Malawi,2017,2358,9.579,94.69166666666668,22.51666666666667,Potatoes,184164
Malawi,2017,2358,9.579,94.69166666666668,22.51666666666667,Tea,26807
Mauritius,2017,2171,0.4128,140.79166666666666,24.41666666666667,Bananas,170493
Mauritius,2017,2171,0.4128,140.79166666666666,24.41666666666667,Cassava,132857
Mauritius,2017,2171,0.4128,140.79166666666666,24.41666666666667,Maize,74915
Mauritius,2017,2171,0.4128,140.79166666666666,24.41666666666667,Potatoes,198930
Mauritius,2017,2171,0.4128,140.79166666666666,24.41666666666667,Tea,22170
Mozambique,2017,769,6.5641,94.81666666666666,24.375,Bananas,85827
Mozambique,2017,769,6.5641,94.81666666666666,24.375,Cassava,51560
Mozambique,2017,769,6.5641,94.81666666666666,24.375,"Coffee, green",9448
Mozambique,2017,769,6.5641,94.81666666666666,24.375,Maize,7400
Mozambique,2017,769,6.5641,94.81666666666666,24.375,Potatoes,165506
Mozambique,2017,769,6.5641,94.81666666666666,24.375,Tea,9512
Rwanda,2017,2027,4.9802,93.54166666666664,19.674999999999997,Bananas,73114
Rwanda,2017,2027,4.9802,93.54166666666664,19.674999999999997,Cassava,86832
Rwanda,2017,2027,4.9802,93.54166666666664,19.674999999999997,"Coffee, green",10731
Rwanda,2017,2027,4.9802,93.54166666666664,19.674999999999997,Maize,12050
Rwanda,2017,2027,4.9802,93.54166666666664,19.674999999999997,Potatoes,90028
Rwanda,2017,2027,4.9802,93.54166666666664,19.674999999999997,Tea,15228
Seychelles,2017,19,0.0067,148.72500000000002,27.858333333333338,Bananas,204021
Seychelles,2017,19,0.0067,148.72500000000002,27.858333333333338,Cassava,121579
Seychelles,2017,19,0.0067,148.72500000000002,27.858333333333338,Tea,4643
Uganda,2017,88,36.4308,116.6583333333333,23.383333333333336,Bananas,42074
Uganda,2017,88,36.4308,116.6583333333333,23.383333333333336,Cassava,23878
Uganda,2017,88,36.4308,116.6583333333333,23.383333333333336,"Coffee, green",5626
Uganda,2017,88,36.4308,116.6583333333333,23.383333333333336,Maize,26039
Uganda,2017,88,36.4308,116.6583333333333,23.383333333333336,Potatoes,44082
Uganda,2017,88,36.4308,116.6583333333333,23.383333333333336,Tea,20517
Zambia,2017,1670,22.0533,91.32499999999999,22.224999999999998,Bananas,43026
Zambia,2017,1670,22.0533,91.32499999999999,22.224999999999998,Cassava,343463
Zambia,2017,1670,22.0533,91.32499999999999,22.224999999999998,"Coffee, green",9033
Zambia,2017,1670,22.0533,91.32499999999999,22.224999999999998,Maize,25151
Zambia,2017,1670,22.0533,91.32499999999999,22.224999999999998,Potatoes,316235
Zambia,2017,1670,22.0533,91.32499999999999,22.224999999999998,Tea,14128
Zimbabwe,2017,2185,12.481,71.825,21.641666666666666,Bananas,76022
Zimbabwe,2017,2185,12.481,71.825,21.641666666666666,Cassava,47362
Zimbabwe,2017,2185,12.481,71.825,21.641666666666666,"Coffee, green",1460
Zimbabwe,2017,2185,12.481,71.825,21.641666666666666,Maize,13933
Zimbabwe,2017,2185,12.481,71.825,21.641666666666666,Potatoes,47782
Zimbabwe,2017,2185,12.481,71.825,21.641666666666666,Tea,10733
Burundi,2018,50,5.4815,99.60000000000001,20.566666666666666,Bananas,76537
Burundi,2018,50,5.4815,99.60000000000001,20.566666666666666,Cassava,80695
Burundi,2018,50,5.4815,99.60000000000001,20.566666666666666,"Coffee, green",9658
Burundi,2018,50,5.4815,99.60000000000001,20.566666666666666,Maize,15289
Burundi,2018,50,5.4815,99.60000000000001,20.566666666666666,Potatoes,111697
Burundi,2018,50,5.4815,99.60000000000001,20.566666666666666,Tea,14626
Comoros,2018,0,0.1558,161.77499999999995,24.675,Bananas,57629
Comoros,2018,0,0.1558,161.77499999999995,24.675,Cassava,56717
Comoros,2018,0,0.1558,161.77499999999995,24.675,Cloves,3868
Comoros,2018,0,0.1558,161.77499999999995,24.675,"Coffee, green",1300
Comoros,2018,0,0.1558,161.77499999999995,24.675,Maize,20300
Comoros,2018,0,0.1558,161.77499999999995,24.675,Potatoes,150682
Eritrea,2018,28,5.3857,30.158333333333335,27.23333333333333,Maize,10000
Eritrea,2018,28,5.3857,30.158333333333335,27.23333333333333,Potatoes,6000
Ethiopia,2018,4128,142.5605,74.11666666666666,22.933333333333337,Bananas,75896
Ethiopia,2018,4128,142.5605,74.11666666666666,22.933333333333337,"Coffee, green",6466
Ethiopia,2018,4128,142.5605,74.11666666666666,22.933333333333337,Maize,41904
Ethiopia,2018,4128,142.5605,74.11666666666666,22.933333333333337,Potatoes,140033
Ethiopia,2018,4128,142.5605,74.11666666666666,22.933333333333337,Tea,10991
Kenya,2018,1578,52.8676,67.21666666666667,25.025000000000002,Bananas,194394
Kenya,2018,1578,52.8676,67.21666666666667,25.025000000000002,Cassava,153590
Kenya,2018,1578,52.8676,67.21666666666667,25.025000000000002,Cloves,11050
Kenya,2018,1578,52.8676,67.21666666666667,25.025000000000002,"Coffee, green",3580
Kenya,2018,1578,52.8676,67.21666666666667,25.025000000000002,Maize,17656
Kenya,2018,1578,52.8676,67.21666666666667,25.025000000000002,Potatoes,86067
Kenya,2018,1578,52.8676,67.21666666666667,25.025000000000002,Tea,20872
Madagascar,2018,706,22.7566,123.11666666666666,22.891666666666666,Bananas,52109
Madagascar,2018,706,22.7566,123.11666666666666,22.891666666666666,Cassava,79553
Madagascar,2018,706,22.7566,123.11666666666666,22.891666666666666,Cloves,3218
Madagascar,2018,706,22.7566,123.11666666666666,22.891666666666666,"Coffee, green",5756
Madagascar,2018,706,22.7566,123.11666666666666,22.891666666666666,Maize,17234
Madagascar,2018,706,22.7566,123.11666666666666,22.891666666666666,Potatoes,60109
Madagascar,2018,706,22.7566,123.11666666666666,22.891666666666666,Tea,926
Malawi,2018,2358,10.7699,96.05,22.483333333333334,Bananas,308209
Malawi,2018,2358,10.7699,96.05,22.483333333333334,Cassava,227242
Malawi,2018,2358,10.7699,96.05,22.483333333333334,"Coffee, green",23345
Malawi,2018,2358,10.7699,96.05,22.483333333333334,Maize,16008
Malawi,2018,2358,10.7699,96.05,22.483333333333334,Potatoes,165247
Malawi,2018,2358,10.7699,96.05,22.483333333333334,Tea,27101
Mauritius,2018,2208,0.3966,207.35833333333335,24.191666666666666,Bananas,149045
Mauritius,2018,2208,0.3966,207.35833333333335,24.191666666666666,Cassava,121607
Mauritius,2018,2208,0.3966,207.35833333333335,24.191666666666666,Maize,60469
Mauritius,2018,2208,0.3966,207.35833333333335,24.191666666666666,Potatoes,236898
Mauritius,2018,2208,0.3966,207.35833333333335,24.191666666666666,Tea,22409
Mozambique,2018,769,7.3839,86.35833333333333,24.5,Bananas,82460
Mozambique,2018,769,7.3839,86.35833333333333,24.5,Cassava,56837
Mozambique,2018,769,7.3839,86.35833333333333,24.5,"Coffee, green",9516
Mozambique,2018,769,7.3839,86.35833333333333,24.5,Maize,8083
Mozambique,2018,769,7.3839,86.35833333333333,24.5,Potatoes,157370
Mozambique,2018,769,7.3839,86.35833333333333,24.5,Tea,8420
Rwanda,2018,2027,4.9882,93.69166666666666,19.275,Bananas,76142
Rwanda,2018,2027,4.9882,93.69166666666666,19.275,Cassava,53505
Rwanda,2018,2027,4.9882,93.69166666666666,19.275,"Coffee, green",16506
Rwanda,2018,2027,4.9882,93.69166666666666,19.275,Maize,13873
Rwanda,2018,2027,4.9882,93.69166666666666,19.275,Potatoes,91304
Rwanda,2018,2027,4.9882,93.69166666666666,19.275,Tea,15180
Seychelles,2018,19,0.0063,135.21666666666667,27.775000000000002,Bananas,202449
Seychelles,2018,19,0.0063,135.21666666666667,27.775000000000002,Cassava,122632
Seychelles,2018,19,0.0063,135.21666666666667,27.775000000000002,Tea,4545
Uganda,2018,88,37.4524,106.23333333333333,23.166666666666668,Bananas,41948
Uganda,2018,88,37.4524,106.23333333333333,23.166666666666668,Cassava,23150
Uganda,2018,88,37.4524,106.23333333333333,23.166666666666668,"Coffee, green",5491
Uganda,2018,88,37.4524,106.23333333333333,23.166666666666668,Maize,26610
Uganda,2018,88,37.4524,106.23333333333333,23.166666666666668,Potatoes,42892
Uganda,2018,88,37.4524,106.23333333333333,23.166666666666668,Tea,20576
Zambia,2018,1670,20.4572,84.66666666666667,22.00833333333333,Bananas,43557
Zambia,2018,1670,20.4572,84.66666666666667,22.00833333333333,Cassava,348491
Zambia,2018,1670,20.4572,84.66666666666667,22.00833333333333,"Coffee, green",9024
Zambia,2018,1670,20.4572,84.66666666666667,22.00833333333333,Maize,22052
Zambia,2018,1670,20.4572,84.66666666666667,22.00833333333333,Potatoes,74881
Zambia,2018,1670,20.4572,84.66666666666667,22.00833333333333,Tea,14153
Zimbabwe,2018,2185,12.6429,50.55000000000001,22.01666666666667,Bananas,78278
Zimbabwe,2018,2185,12.6429,50.55000000000001,22.01666666666667,Cassava,47626
Zimbabwe,2018,2185,12.6429,50.55000000000001,22.01666666666667,"Coffee, green",626
Zimbabwe,2018,2185,12.6429,50.55000000000001,22.01666666666667,Maize,13506
Zimbabwe,2018,2185,12.6429,50.55000000000001,22.01666666666667,Potatoes,41551
Zimbabwe,2018,2185,12.6429,50.55000000000001,22.01666666666667,Tea,10186
